usernames,post_captions,like_counts,comments_counts,comments_content,comment_user,types,id,post_lang,comment_lang
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,🤩👏🏻,ealkhameess,GraphImage,2328544659215219363,en,Emjoi or No Caption
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,@live.7.love very very very soon 😍,aenzi2_i,GraphImage,2328544659215219363,en,en
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,👏🏽👏🏽👏🏽,danah__alshaikh90,GraphImage,2328544659215219363,en,Emjoi or No Caption
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,نبي سبانيش,tobysestatekw,GraphImage,2328544659215219363,en,ar
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,😍😍😍,muthiiie,GraphImage,2328544659215219363,en,Emjoi or No Caption
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,@aenzi2_i جرب التوبيز لاتيه و راح يعجبك اكثر من السبانش 😉,aenzi2_i,GraphImage,2328544659215219363,en,ar
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,😍😍😍😍😍😍,yalhajry94,GraphImage,2328544659215219363,en,Emjoi or No Caption
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,موجود بفرع القصر,xxwhiteheart,GraphImage,2328544659215219363,en,ar
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,شكثر مدة صلاحية البوكس 😢❤,nwkalbader,GraphImage,2328544659215219363,en,ar
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,@tobysestatekw اتفق😫😫,imarraheb,GraphImage,2328544659215219363,en,ar
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,@awmubailish @bwkalbader 👀,theclassy10,GraphImage,2328544659215219363,en,Emjoi or No Caption
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,هلا هلا😍👏🏻,all_about_arr,GraphImage,2328544659215219363,en,ar
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,😍😍,nour_alruwaieh,GraphImage,2328544659215219363,en,Emjoi or No Caption
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,احلى خبر😍😍😍😍,itsabrarii,GraphImage,2328544659215219363,en,ar
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,👏🏻👏🏻👏🏻,mnm_97x,GraphImage,2328544659215219363,en,Emjoi or No Caption
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,😭😭لذيذ جنه حلاو قهوة 😍😍😍,farahmalajmi,GraphImage,2328544659215219363,en,ar
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,مبطل بمروج؟,diettips.kw,GraphImage,2328544659215219363,en,ar
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,هلا بالطيب الغالي ❤️❤️❤️❤️,tobysestatekw,GraphImage,2328544659215219363,en,ar
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,فرع السالميه فيه Drive through ؟,tobysestatekw,GraphImage,2328544659215219363,en,ar
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,@diettips.kw فرع السالمية حاليا مغلق,tobysestatekw,GraphImage,2328544659215219363,en,ar
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,@xxwhiteheart ♥️,tobysestatekw,GraphImage,2328544659215219363,en,Emjoi or No Caption
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,@mnm_97x اي نعم. فرع مروج فاتح من ٧ص لي ٥م,tobysestatekw,GraphImage,2328544659215219363,en,ar
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,@yalhajry94 ٣ أيام (يحفظ بالثلاجه),realotaibi__,GraphImage,2328544659215219363,en,ar
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,@aenzi2_i لا حالياً غير متوفر بترولي القصر، فقط بالواحه و محطة شارع الجهرا,tobysestatekw,GraphImage,2328544659215219363,en,ar
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,متى تبطلون الجمعه؟,moo_q8alharbi,GraphImage,2328544659215219363,en,ar
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,@realotaibi__ من ٧ الصبح اي ٥ العصر يوميا,amon_alajmi,GraphImage,2328544659215219363,en,ar
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,الفنطاس  مافي,tobysestatekw,GraphImage,2328544659215219363,en,ar
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,مو موجود بطلبات؟,malk198924,GraphImage,2328544659215219363,en,ar
tobysestatekw,For all of you Toby’s fans out there; Toby’s Latte is available in select @trolley_kw branches. Go grab your ice cold refreshing bottle of hand crafted Toby’s latte while they last. 🌴,-1,30,@amon_alajmi حالياً فقط اب ترولي.,tobysestatekw,GraphImage,2328544659215219363,en,ar
tobysestatekw,توبيز لاتيه صار اقرب لكم مع ترولي.,-1,16,@tobysestatekw  توني ماخذه اخر حبيتن عبوا الرحاب🤪,mma62__,GraphImage,2328409406014047997,ar,ar
tobysestatekw,توبيز لاتيه صار اقرب لكم مع ترولي.,-1,16,@malk198924 بالعافيه. ان شاء الله 😊,alnajjarm_,GraphImage,2328409406014047997,ar,ar
tobysestatekw,توبيز لاتيه صار اقرب لكم مع ترولي.,-1,16,لها مدة صلاحية معينة ولا عادي؟ اتمنى الود,miss_care,GraphImage,2328409406014047997,ar,ar
tobysestatekw,توبيز لاتيه صار اقرب لكم مع ترولي.,-1,16,🤩🤩🤩,food_testerkw,GraphImage,2328409406014047997,ar,Emjoi or No Caption
tobysestatekw,توبيز لاتيه صار اقرب لكم مع ترولي.,-1,16,في خدمة سيارات؟؟ ومتى يسكرون,esraaalsultan,GraphImage,2328409406014047997,ar,ar
tobysestatekw,توبيز لاتيه صار اقرب لكم مع ترولي.,-1,16,مطيريييينه من ترولي 👏🏻👏🏻👏🏻👏🏻,muthiiie,GraphImage,2328409406014047997,ar,fa
tobysestatekw,توبيز لاتيه صار اقرب لكم مع ترولي.,-1,16,رحنا قرطبه وماحصلنا💔,tobysestatekw,GraphImage,2328409406014047997,ar,ar
tobysestatekw,توبيز لاتيه صار اقرب لكم مع ترولي.,-1,16,😍😍😍😍,tobysestatekw,GraphImage,2328409406014047997,ar,Emjoi or No Caption
tobysestatekw,توبيز لاتيه صار اقرب لكم مع ترولي.,-1,16,@esraaalsultan sorry to hear that. Seems like they got sold out In Qurtoba. We will make sure they are always available 🌴,tobysestatekw,GraphImage,2328409406014047997,ar,en
tobysestatekw,توبيز لاتيه صار اقرب لكم مع ترولي.,-1,16,@miss_care اي نعم، خدمة السيارات متوفرة من ٧ صباحاً لي ٥ بعد العصر.,danafq,GraphImage,2328409406014047997,ar,ar
tobysestatekw,توبيز لاتيه صار اقرب لكم مع ترولي.,-1,16,@mma62__ مدة صلاحية المنتج هي ٣ أيام (الرجاء مراجعه ملصق الصلاحيه أسفل العبوة),queen_latifa,GraphImage,2328409406014047997,ar,ar
tobysestatekw,توبيز لاتيه صار اقرب لكم مع ترولي.,-1,16,وصلنا ٥ الا ١٠ دقايق تقريبا  مارضو ياخذون طلب من مروج😓💔,n23ad__,GraphImage,2328409406014047997,ar,ar
tobysestatekw,توبيز لاتيه صار اقرب لكم مع ترولي.,-1,16,in love,b0_7amod92,GraphImage,2328409406014047997,ar,en
tobysestatekw,توبيز لاتيه صار اقرب لكم مع ترولي.,-1,16,بكم البوكس,alsarrafson,GraphImage,2328409406014047997,ar,ar
tobysestatekw,توبيز لاتيه صار اقرب لكم مع ترولي.,-1,16,افشل قهوه,j.alostad,GraphImage,2328409406014047997,ar,ar
tobysestatekw,توبيز لاتيه صار اقرب لكم مع ترولي.,-1,16,@esraaalsultan Toby's Estate وين بقرطبه؟,oekw,GraphImage,2328409406014047997,ar,ar
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,🔥 مولع,ammaneh_,GraphImage,2328309076987360696,en,ar
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,😻😻,eatandglow,GraphImage,2328309076987360696,en,Emjoi or No Caption
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,😍😍😍,ph_7non,GraphImage,2328309076987360696,en,Emjoi or No Caption
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,😍😍😍😍,dodo_dd99,GraphImage,2328309076987360696,en,Emjoi or No Caption
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,😍💘,fawaz_aljeemaz,GraphImage,2328309076987360696,en,Emjoi or No Caption
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,Hala Hala 😍😍😍🔥✔️,bshbosha_2,GraphImage,2328309076987360696,en,ar
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,😍🔥,hamadyaloos,GraphImage,2328309076987360696,en,Emjoi or No Caption
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,👏🏾👏🏾😍yaaay,deetrendkw,GraphImage,2328309076987360696,en,so
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,What about cold brew?,na9ra_ny,GraphImage,2328309076987360696,en,en
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,😍😍🔥🔥🔥🔥,nasserrad1,GraphImage,2328309076987360696,en,Emjoi or No Caption
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,😍😍😍,abayat__lavender,GraphImage,2328309076987360696,en,Emjoi or No Caption
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,🤩🤩🤩,faebrahim_,GraphImage,2328309076987360696,en,Emjoi or No Caption
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,😻😻😻,o_alboloshi,GraphImage,2328309076987360696,en,Emjoi or No Caption
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,😍😍,batoulpr,GraphImage,2328309076987360696,en,Emjoi or No Caption
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,👏🏻👏🏻👏🏻,nouf_alkhubaizi,GraphImage,2328309076987360696,en,Emjoi or No Caption
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,متى تبطلون بصباح السالم زعلناااااا زعلنااا,xxwhiteheart,GraphImage,2328309076987360696,en,ar
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,Is the lemons loaf still on the menu? I can’t seem to find it on talabat,xsa.27_,GraphImage,2328309076987360696,en,en
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,نبي بالمسايل تكفون😫😫😭,asma2ahmad,GraphImage,2328309076987360696,en,ar
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,اخخخ احلى خبر,abeerhkh,GraphImage,2328309076987360696,en,ar
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,😍😍😍😍😍😍😍😍,bintaltheeb96,GraphImage,2328309076987360696,en,Emjoi or No Caption
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,ليش مو بسلوى !! 😭🙂,bintaltheeb96,GraphImage,2328309076987360696,en,ar
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,@asoom_,delicieuxkw,GraphImage,2328309076987360696,en,Emjoi or No Caption
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,متى تسوونه بحليب نباتي ؟ 💔😭,tobysestatekw,GraphImage,2328309076987360696,en,ar
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,😍🔥🔥,tobysestatekw,GraphImage,2328309076987360696,en,Emjoi or No Caption
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,"@nouf_alkhubaizi hello Nouf. All food items (except cookies, truffles and oat squares) have been placed on hold until further notice. We will bring them back soon Inshallah",tobysestatekw,GraphImage,2328309076987360696,en,en
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,@xxwhiteheart ان شاء الله,tobysestatekw,GraphImage,2328309076987360696,en,ar
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,@abeerhkh قريب وايد ان شاء الله,tobysestatekw,GraphImage,2328309076987360696,en,ar
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,@bintaltheeb96 we will look into it 🤔,bintaltheeb96,GraphImage,2328309076987360696,en,en
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,@hamadyaloos coming very very soon 😉,shaikha.adel,GraphImage,2328309076987360696,en,en
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,@tobysestatekw please!! Some of us can’t drink normal milk 💔,loversfashion_line,GraphImage,2328309076987360696,en,en
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,👏🏽👏🏽,saraalshekaihii,GraphImage,2328309076987360696,en,Emjoi or No Caption
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,🔥😍,tobysestatekw,GraphImage,2328309076987360696,en,Emjoi or No Caption
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,من اول ساعه خالص..,dobbylecop8,GraphImage,2328309076987360696,en,ar
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,@saraalshekaihii 🙈 we will make sure it’s always available all the time,rshaidd,GraphImage,2328309076987360696,en,en
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,الله ❤️❤️❤️ انا صراحه وبدون جذب انا كنت ما احب القهوة بس توبيز كانت اول و الذ قهوة شريته بحياتي,zdistrict,GraphImage,2328309076987360696,en,ar
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,Yesss 😍,kwt_trends_,GraphImage,2328309076987360696,en,en
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,"By the time I got in line, there was nothing left 😂😂😂😂😂",tobysestatekw,GraphImage,2328309076987360696,en,en
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,😍😍😍😍😍😍,tobysestatekw,GraphImage,2328309076987360696,en,Emjoi or No Caption
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,@zdistrict 🙈,26s,GraphImage,2328309076987360696,en,Emjoi or No Caption
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,@dobbylecop8 بالعافية 🙏🏽,tobysestatekw,GraphImage,2328309076987360696,en,ar
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,احصل عندكم البن حق اسبرسو مو مطحون؟,26s,GraphImage,2328309076987360696,en,ar
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,ان شاء الله أول الأسبوع الجاي,taibahalduaij,GraphImage,2328309076987360696,en,ar
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,@tobysestatekw ناطركم على نار 🔥🔥 في توصيل ولا لازم امر,tobysestatekw,GraphImage,2328309076987360696,en,ar
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,موجود بمروج؟,mrymjbr24,GraphImage,2328309076987360696,en,faar
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,@taibahalduaij You can get Toby’a latte from any Toby’s location (including Murouj). But the bottles are only available on Trolly for the time being.,whiterose4647,GraphImage,2328309076987360696,en,en
tobysestatekw,"Our Toby's latte bottles are now available on the mentioned Trolley branches! ☕
Find us all around Kuwait and enjoy the taste of our signature latte 😍",-1,46,على كم بوكس كوفي,tobysestatekw,GraphImage,2328309076987360696,en,ar
tobysestatekw,"Get your delicate taste of lemon, papaya and cinnamon 🍋☕",-1,9,متى يسكر فرع مروج ⁉️,3.alhamad,GraphImage,2326999052780530294,en,ar
tobysestatekw,"Get your delicate taste of lemon, papaya and cinnamon 🍋☕",-1,9,@whiterose4647 نسكر ٥ بعد الظهر🙏🏽,vettemaro,GraphImage,2326999052780530294,en,ar
tobysestatekw,"Get your delicate taste of lemon, papaya and cinnamon 🍋☕",-1,9,"خدمه السيارات في فرع البدع ولا اروع
والتعامل الله يوفقكم ويرزقكم ان شاء الله ❤️
مع الحر الابتسامه ما تفارقهم والتعامل الراقي❤️",vettemaro,GraphImage,2326999052780530294,en,ar
tobysestatekw,"Get your delicate taste of lemon, papaya and cinnamon 🍋☕",-1,9,Where do u have drive through plz?,coffeandeat,GraphImage,2326999052780530294,en,en
tobysestatekw,"Get your delicate taste of lemon, papaya and cinnamon 🍋☕",-1,9,Where do u have drive through plz?,___asmaa23,GraphImage,2326999052780530294,en,en
tobysestatekw,"Get your delicate taste of lemon, papaya and cinnamon 🍋☕",-1,9,شوفوا الدايركت ضروري 🌸,a.m79818,GraphImage,2326999052780530294,en,ar
tobysestatekw,"Get your delicate taste of lemon, papaya and cinnamon 🍋☕",-1,9,فرع شرق متى يسكر ؟,b0_7amod92,GraphImage,2326999052780530294,en,ar
tobysestatekw,"Get your delicate taste of lemon, papaya and cinnamon 🍋☕",-1,9,وين افرعكم,long.way,GraphImage,2326999052780530294,en,ar
tobysestatekw,"Get your delicate taste of lemon, papaya and cinnamon 🍋☕",-1,9,فشله,fawaz_aljeemaz,GraphImage,2326999052780530294,en,ar
tobysestatekw,Ethiopian single origins available in filter and espresso roast🍋,-1,0,no comment,razanhammadah,GraphImage,2326997634853995631,en,en
tobysestatekw,"لازم تجربون حبوب قهوتنا المميزه من أثيوبيا☕ فلتر أو إسبرسو موجود في النوعين! 
متوفر في كل أفرعنا المفتوحه",-1,0,no comment,tobysestatekw,GraphImage,2326904242971199968,ar,en
tobysestatekw,"Get your Tobys Estate environmental friendly tumbler/canteen 🌴
Available in all branches",-1,0,no comment,hananalfayez92,GraphImage,2326281088020081996,en,en
tobysestatekw,Expanding your productivity at home with Toby's tumblers and beans🌴,-1,2,جميلة الصوره 😍👌🏼,tobysestatekw,GraphImage,2326127524014507657,en,ar
tobysestatekw,Expanding your productivity at home with Toby's tumblers and beans🌴,-1,2,Paulo Coelho 😍👏🏻,baronko,GraphImage,2326127524014507657,en,pt
tobysestatekw,صباح الخير☕,-1,5,Do you sell this mug?,_unique_touch,GraphImage,2326022601495113472,ar,en
tobysestatekw,صباح الخير☕,-1,5,"@razanhammadah Yes we do 🙏🏽you may order it through Deliveroo, Talabar or Cofe app or you can come by our car pickup service 🌴",bana_rashaqaa,GraphImage,2326022601495113472,ar,en
tobysestatekw,صباح الخير☕,-1,5,Do you have sandwiches or only coffees?,meena_marafi,GraphImage,2326022601495113472,ar,en
tobysestatekw,صباح الخير☕,-1,5,"@hananalfayez92 Hello, sandwiches are not available yet, drinks and pastries available only for now🌴",fatmaaly20,GraphImage,2326022601495113472,ar,en
tobysestatekw,صباح الخير☕,-1,5,it will come with straw or not ?!,bo_tamba,GraphImage,2326022601495113472,ar,en
tobysestatekw,It's coffee o'clock everywhere ☕,-1,2,😋,thingstodo_bym,GraphImage,2325631264442654110,en,Emjoi or No Caption
tobysestatekw,It's coffee o'clock everywhere ☕,-1,2,تخسيس صحي ومضمون ✅ 🚶 حياكم في حسابي 🍏,tobysestatekw,GraphImage,2325631264442654110,en,ar
tobysestatekw,"Video beautifully done by our customer : @mariamaalkandari 
Get your creativity on with our ""The Next Frontier"" steeped coffee and mix it with your choice of milk! 
Available in all branches☕",-1,2,Very nice video،can’t wait to get some of The next frontier coffee ☕️😋,beautyy.40,GraphVideo,2325524856024063338,en,en
tobysestatekw,"Video beautifully done by our customer : @mariamaalkandari 
Get your creativity on with our ""The Next Frontier"" steeped coffee and mix it with your choice of milk! 
Available in all branches☕",-1,2,👌💗,wiillxxz,GraphVideo,2325524856024063338,en,Emjoi or No Caption
tobysestatekw,"Providing you our single serve speciality steeped coffee with a flavor of chocolate,
 The forbidden planet ☕
Available in all branches, comes in 10 coffee bags",-1,1,💔💔💔,wiillxxz,GraphImage,2325411562965552247,en,Emjoi or No Caption
tobysestatekw,جهز قهوتك ال V60 في بيتك مع حبوب قهوتنا المميزه من غواتيمالا 🍊☕,-1,2,ممكن اعرف قهوتكم تكون مطحونه ولا لا ☹️,_x.a.x,GraphImage,2325348297132522310,ar,ar
tobysestatekw,جهز قهوتك ال V60 في بيتك مع حبوب قهوتنا المميزه من غواتيمالا 🍊☕,-1,2,@thingstodo_bym أي اكيد عندنا إختيار القهوه تكون مطحونه🙏🏼,tobysestatekw,GraphImage,2325348297132522310,ar,ar
tobysestatekw,Special release Guatemala filter roast for your V60 🍊☕,-1,2,🚫🚫انحححف بطريقه امنه وصححيه وبوقت قياسي#رااسلني📩📩📩📩📩📩,_x.a.x,GraphImage,2324983569927392001,en,ar
tobysestatekw,Special release Guatemala filter roast for your V60 🍊☕,-1,2,٠٥٥١٩٩٩٤٦٣ مندوووب سريع,tobysestatekw,GraphImage,2324983569927392001,en,ar
tobysestatekw,"Providing you a unique taste of our very famous PUHUB'LAJ filter roast bean all the way from Guatemala🍊
Only limited amount left!
Orders go through delivery or pickup service, available in all branches",-1,5,٠٥٥١٩٩٩٤٦٣ مندوووب سريع,the.coffeekw,GraphImage,2324774068544619298,en,ar
tobysestatekw,"Providing you a unique taste of our very famous PUHUB'LAJ filter roast bean all the way from Guatemala🍊
Only limited amount left!
Orders go through delivery or pickup service, available in all branches",-1,5,بجم ما عليكم أمر,vii4ri,GraphImage,2324774068544619298,en,ar
